account_id,invoice_date,net_amount
ACC78,2024-06-26,499
ACC78,2024-07-26,499
ACC78,2024-08-26,499
ACC78,2024-09-26,499
ACC78,2024-10-26,499
ACC78,2024-11-26,499
ACC78,2024-12-26,499
ACC79,2024-04-08,499
ACC79,2024-05-08,499
ACC79,2024-06-08,499
ACC79,2024-07-08,499
ACC79,2024-08-08,499
ACC79,2024-09-08,499
ACC79,2024-10-08,499
ACC79,2024-11-08,499
ACC79,2024-12-08,499
ACC79,2025-01-08,499
ACC80,2024-01-30,199
ACC80,2024-02-29,199
ACC80,2024-03-30,199
ACC80,2024-04-30,199
ACC80,2024-05-30,199
ACC80,2024-06-30,199
ACC80,2024-07-30,199
ACC80,2024-08-30,199
ACC80,2024-09-30,199
ACC80,2024-10-30,199
ACC80,2024-11-30,199
ACC80,2024-12-30,199
ACC80,2025-01-30,199
ACC80,2025-02-28,199
ACC80,2025-03-30,199
ACC81,2024-03-06,499
ACC81,2024-04-06,499
ACC81,2024-05-06,499
ACC81,2024-06-06,499
ACC81,2024-07-06,499
ACC81,2024-08-06,499
ACC81,2024-09-06,499
ACC81,2024-10-06,499
ACC81,2024-11-06,499
ACC81,2024-12-06,499
ACC81,2025-01-06,499
ACC81,2025-02-06,499
ACC81,2025-03-06,499
ACC81,2025-04-06,499
ACC81,2025-05-06,499
ACC81,2025-06-06,499
ACC81,2025-07-06,499
ACC81,2025-08-06,499
ACC81,2025-09-06,499
ACC82,2024-02-10,99
ACC82,2024-03-10,99
ACC82,2024-04-10,99
ACC82,2024-05-10,99
ACC82,2024-06-10,99
ACC82,2024-07-10,99
ACC82,2024-08-10,99
ACC82,2024-09-10,99
ACC82,2024-10-10,99
ACC83,2024-03-03,199
ACC83,2024-04-03,199
ACC83,2024-05-03,199
ACC83,2024-06-03,199
ACC83,2024-07-03,199
ACC83,2024-08-03,199
ACC83,2024-09-03,199
ACC83,2024-10-03,199
ACC83,2024-11-03,199
ACC83,2024-12-03,199
ACC83,2025-01-03,199
ACC83,2025-02-03,199
ACC84,2024-03-23,499
ACC84,2024-04-23,499
ACC84,2024-05-23,499
ACC84,2024-06-23,499
ACC84,2024-07-23,499
ACC84,2024-08-23,499
ACC84,2024-09-23,499
ACC84,2024-10-23,499
ACC84,2024-11-23,499
ACC84,2024-12-23,499
ACC84,2025-01-23,499
ACC84,2025-02-23,499
ACC84,2025-03-23,499
ACC84,2025-04-23,499
ACC84,2025-05-23,499
ACC84,2025-06-23,499
ACC84,2025-07-23,499
ACC85,2024-04-10,199
ACC85,2024-05-10,199
ACC85,2024-06-10,199
ACC85,2024-07-10,199
ACC85,2024-08-10,199
ACC85,2024-09-10,199
ACC85,2024-10-10,199
ACC85,2024-11-10,199
ACC86,2024-03-08,199
ACC86,2024-04-08,199
ACC86,2024-05-08,199
ACC86,2024-06-08,199
ACC86,2024-07-08,199
ACC86,2024-08-08,199
ACC86,2024-09-08,199
ACC86,2024-10-08,199
ACC86,2024-11-08,199
ACC86,2024-12-08,199
ACC86,2025-01-08,199
ACC86,2025-02-08,199
ACC87,2024-03-05,499
ACC87,2024-04-05,499
ACC87,2024-05-05,499
ACC87,2024-06-05,499
ACC87,2024-07-05,499
ACC87,2024-08-05,499
ACC87,2024-09-05,499
ACC88,2024-01-27,199
ACC88,2024-02-27,199
ACC88,2024-03-27,199
ACC88,2024-04-27,199
ACC88,2024-05-27,199
ACC88,2024-06-27,199
ACC88,2024-07-27,199
ACC88,2024-08-27,199
ACC88,2024-09-27,199
ACC88,2024-10-27,199
ACC88,2024-11-27,199
ACC88,2024-12-27,199
ACC88,2025-01-27,199
ACC88,2025-02-27,199
ACC89,2024-01-29,199
ACC89,2024-02-29,199
ACC89,2024-03-29,199
ACC89,2024-04-29,199
ACC89,2024-05-29,199
ACC89,2024-06-29,199
ACC89,2024-07-29,199
ACC89,2024-08-29,199
ACC89,2024-09-29,199
ACC90,2024-01-15,199
ACC90,2024-02-15,199
ACC90,2024-03-15,199
ACC90,2024-04-15,199
ACC90,2024-05-15,199
ACC90,2024-06-15,199
ACC90,2024-07-15,199
ACC90,2024-08-15,199
ACC90,2024-09-15,199
ACC90,2024-10-15,199
ACC90,2024-11-15,199
ACC90,2024-12-15,199
ACC90,2025-01-15,199
ACC90,2025-02-15,199
ACC91,2024-01-23,199
ACC91,2024-02-23,199
ACC91,2024-03-23,199
ACC91,2024-04-23,199
ACC91,2024-05-23,199
ACC91,2024-06-23,199
ACC91,2024-07-23,199
ACC91,2024-08-23,199
ACC91,2024-09-23,199
ACC92,2024-03-31,199
ACC92,2024-04-30,199
ACC92,2024-05-31,199
ACC92,2024-06-30,199
ACC92,2024-07-31,199
ACC92,2024-08-31,199
ACC92,2024-09-30,199
ACC92,2024-10-31,199
ACC92,2024-11-30,199
ACC92,2024-12-31,199
ACC92,2025-01-31,199
ACC92,2025-02-28,199
ACC92,2025-03-31,199
ACC93,2024-01-17,199
ACC93,2024-02-17,199
ACC93,2024-03-17,199
ACC93,2024-04-17,199
ACC93,2024-05-17,199
ACC93,2024-06-17,199
ACC93,2024-07-17,199
ACC93,2024-08-17,199
ACC93,2024-09-17,199
ACC93,2024-10-17,199
ACC93,2024-11-17,199
ACC93,2024-12-17,199
ACC93,2025-01-17,199
ACC93,2025-02-17,199
ACC93,2025-03-17,199
ACC93,2025-04-17,199
ACC93,2025-05-17,199
ACC93,2025-06-17,199
ACC94,2024-03-01,499
ACC94,2024-04-01,499
ACC94,2024-05-01,499
ACC94,2024-06-01,499
ACC94,2024-07-01,499
ACC94,2024-08-01,499
ACC94,2024-09-01,499
ACC94,2024-10-01,499
ACC94,2024-11-01,499
ACC94,2024-12-01,499
ACC94,2025-01-01,499
ACC94,2025-02-01,499
ACC94,2025-03-01,499
ACC94,2025-04-01,499
ACC94,2025-05-01,499
ACC94,2025-06-01,499
ACC94,2025-07-01,499
ACC94,2025-08-01,499
ACC94,2025-09-01,499
ACC95,2024-03-15,499
ACC95,2024-04-15,499
ACC95,2024-05-15,499
ACC95,2024-06-15,499
ACC95,2024-07-15,499
ACC95,2024-08-15,499
ACC95,2024-09-15,499
ACC95,2024-10-15,499
ACC95,2024-11-15,499
ACC95,2024-12-15,499
ACC95,2025-01-15,499
ACC95,2025-02-15,499
ACC95,2025-03-15,499
ACC95,2025-04-15,499
ACC95,2025-05-15,499
ACC95,2025-06-15,499
ACC96,2024-04-13,99
ACC96,2024-05-13,99
ACC96,2024-06-13,99
ACC96,2024-07-13,99
ACC96,2024-08-13,99
ACC96,2024-09-13,99
ACC96,2024-10-13,99
ACC96,2024-11-13,99
ACC96,2024-12-13,99
ACC96,2025-01-13,99
ACC96,2025-02-13,99
ACC96,2025-03-13,99
ACC96,2025-04-13,99
ACC96,2025-05-13,99
ACC96,2025-06-13,99
ACC96,2025-07-13,99
ACC96,2025-08-13,99
ACC97,2024-02-28,199
ACC97,2024-03-28,199
ACC97,2024-04-28,199
ACC97,2024-05-28,199
ACC97,2024-06-28,199
ACC97,2024-07-28,199
ACC98,2024-02-12,99
ACC98,2024-03-12,99
ACC98,2024-04-12,99
ACC98,2024-05-12,99
ACC98,2024-06-12,99
ACC98,2024-07-12,99
ACC98,2024-08-12,99
ACC98,2024-09-12,99
ACC98,2024-10-12,99
ACC98,2024-11-12,99
ACC98,2024-12-12,99
ACC99,2024-01-21,99
ACC99,2024-02-21,99
ACC99,2024-03-21,99
ACC99,2024-04-21,99
ACC99,2024-05-21,99
ACC99,2024-06-21,99
ACC99,2024-07-21,99
ACC99,2024-08-21,99
ACC99,2024-09-21,99
ACC99,2024-10-21,99
ACC99,2024-11-21,99
ACC99,2024-12-21,99
ACC99,2025-01-21,99
ACC99,2025-02-21,99
ACC99,2025-03-21,99
ACC99,2025-04-21,99
ACC99,2025-05-21,99
ACC100,2024-03-21,499
ACC100,2024-04-21,499
ACC100,2024-05-21,499
ACC100,2024-06-21,499
ACC100,2024-07-21,499
ACC100,2024-08-21,499
ACC100,2024-09-21,499
ACC100,2024-10-21,499
ACC100,2024-11-21,499
ACC101,2024-01-29,199
ACC101,2024-02-29,199
ACC101,2024-03-29,199
ACC101,2024-04-29,199
ACC101,2024-05-29,199
ACC101,2024-06-29,199
ACC101,2024-07-29,199
ACC102,2024-04-11,99
ACC102,2024-05-11,99
ACC102,2024-06-11,99
ACC102,2024-07-11,99
ACC102,2024-08-11,99
ACC102,2024-09-11,99
ACC103,2024-04-08,499
ACC103,2024-05-08,499
ACC103,2024-06-08,499
ACC103,2024-07-08,499
ACC103,2024-08-08,499
ACC103,2024-09-08,499
ACC103,2024-10-08,499
ACC103,2024-11-08,499
ACC103,2024-12-08,499
ACC104,2024-01-16,199
ACC104,2024-02-16,199
ACC104,2024-03-16,199
ACC104,2024-04-16,199
ACC104,2024-05-16,199
ACC104,2024-06-16,199
ACC104,2024-07-16,199
ACC104,2024-08-16,199
ACC104,2024-09-16,199
ACC104,2024-10-16,199
ACC105,2024-04-03,199
ACC105,2024-05-03,199
ACC105,2024-06-03,199
ACC105,2024-07-03,199
ACC105,2024-08-03,199
ACC105,2024-09-03,199
ACC106,2024-02-07,199
ACC106,2024-03-07,199
ACC106,2024-04-07,199
ACC106,2024-05-07,199
ACC106,2024-06-07,199
ACC106,2024-07-07,199
ACC106,2024-08-07,199
ACC107,2024-03-01,199
ACC107,2024-04-01,199
ACC107,2024-05-01,199
ACC107,2024-06-01,199
ACC107,2024-07-01,199
ACC107,2024-08-01,199
ACC107,2024-09-01,199
ACC107,2024-10-01,199
ACC108,2024-01-20,199
ACC108,2024-02-20,199
ACC108,2024-03-20,199
ACC108,2024-04-20,199
ACC108,2024-05-20,199
ACC108,2024-06-20,199
ACC108,2024-07-20,199
ACC108,2024-08-20,199
ACC109,2024-04-01,99
ACC109,2024-05-01,99
ACC109,2024-06-01,99
ACC109,2024-07-01,99
ACC109,2024-08-01,99
ACC109,2024-09-01,99
ACC109,2024-10-01,99
ACC109,2024-11-01,99
ACC110,2024-02-27,99
ACC110,2024-03-27,99
ACC110,2024-04-27,99
ACC110,2024-05-27,99
ACC110,2024-06-27,99
ACC110,2024-07-27,99
ACC110,2024-08-27,99
ACC110,2024-09-27,99
ACC110,2024-10-27,99
ACC110,2024-11-27,99
ACC110,2024-12-27,99
ACC110,2025-01-27,99
ACC110,2025-02-27,99
ACC110,2025-03-27,99
ACC110,2025-04-27,99
ACC110,2025-05-27,99
ACC110,2025-06-27,99
ACC111,2024-03-06,99
ACC111,2024-04-06,99
ACC111,2024-05-06,99
ACC111,2024-06-06,99
ACC111,2024-07-06,99
ACC111,2024-08-06,99
ACC111,2024-09-06,99
ACC111,2024-10-06,99
ACC111,2024-11-06,99
ACC111,2024-12-06,99
ACC111,2025-01-06,99
ACC111,2025-02-06,99
ACC111,2025-03-06,99
ACC111,2025-04-06,99
ACC111,2025-05-06,99
ACC111,2025-06-06,99
ACC112,2024-02-14,499
ACC112,2024-03-14,499
ACC112,2024-04-14,499
ACC112,2024-05-14,499
ACC112,2024-06-14,499
ACC112,2024-07-14,499
ACC112,2024-08-14,499
ACC112,2024-09-14,499
ACC112,2024-10-14,499
ACC112,2024-11-14,499
ACC112,2024-12-14,499
ACC112,2025-01-14,499
ACC112,2025-02-14,499
ACC112,2025-03-14,499
ACC112,2025-04-14,499
ACC112,2025-05-14,499
ACC112,2025-06-14,499
ACC112,2025-07-14,499
ACC113,2024-04-11,199
ACC113,2024-05-11,199
ACC113,2024-06-11,199
ACC113,2024-07-11,199
ACC113,2024-08-11,199
ACC113,2024-09-11,199
ACC113,2024-10-11,199
ACC113,2024-11-11,199
ACC113,2024-12-11,199
ACC113,2025-01-11,199
ACC113,2025-02-11,199
ACC113,2025-03-11,199
ACC113,2025-04-11,199
ACC113,2025-05-11,199
ACC113,2025-06-11,199
ACC113,2025-07-11,199
ACC113,2025-08-11,199
ACC114,2024-02-03,199
ACC114,2024-03-03,199
ACC114,2024-04-03,199
ACC114,2024-05-03,199
ACC114,2024-06-03,199
ACC114,2024-07-03,199
ACC114,2024-08-03,199
ACC114,2024-09-03,199
ACC114,2024-10-03,199
ACC114,2024-11-03,199
ACC114,2024-12-03,199
ACC114,2025-01-03,199
ACC114,2025-02-03,199
ACC115,2024-02-28,199
ACC115,2024-03-28,199
ACC115,2024-04-28,199
ACC115,2024-05-28,199
ACC115,2024-06-28,199
ACC115,2024-07-28,199
ACC115,2024-08-28,199
ACC115,2024-09-28,199
ACC115,2024-10-28,199
ACC115,2024-11-28,199
ACC115,2024-12-28,199
ACC115,2025-01-28,199
ACC115,2025-02-28,199
ACC116,2024-01-24,199
ACC116,2024-02-24,199
ACC116,2024-03-24,199
ACC116,2024-04-24,199
ACC116,2024-05-24,199
ACC116,2024-06-24,199
ACC116,2024-07-24,199
ACC116,2024-08-24,199
ACC116,2024-09-24,199
ACC116,2024-10-24,199
ACC116,2024-11-24,199
ACC116,2024-12-24,199
ACC116,2025-01-24,199
ACC116,2025-02-24,199
ACC116,2025-03-24,199
ACC117,2024-03-28,99
ACC117,2024-04-28,99
ACC117,2024-05-28,99
ACC117,2024-06-28,99
ACC117,2024-07-28,99
ACC117,2024-08-28,99
ACC117,2024-09-28,99
ACC118,2024-03-09,499
ACC118,2024-04-09,499
ACC118,2024-05-09,499
ACC118,2024-06-09,499
ACC118,2024-07-09,499
ACC118,2024-08-09,499
ACC118,2024-09-09,499
ACC118,2024-10-09,499
ACC118,2024-11-09,499
ACC119,2024-01-27,99
ACC119,2024-02-27,99
ACC119,2024-03-27,99
ACC119,2024-04-27,99
ACC119,2024-05-27,99
ACC119,2024-06-27,99
ACC119,2024-07-27,99
ACC119,2024-08-27,99
ACC119,2024-09-27,99
ACC120,2024-01-20,199
ACC120,2024-02-20,199
ACC120,2024-03-20,199
ACC120,2024-04-20,199
ACC120,2024-05-20,199
ACC120,2024-06-20,199
ACC120,2024-07-20,199
ACC120,2024-08-20,199
ACC120,2024-09-20,199
ACC120,2024-10-20,199
ACC120,2024-11-20,199
ACC120,2024-12-20,199
ACC120,2025-01-20,199
ACC120,2025-02-20,199
ACC120,2025-03-20,199
ACC120,2025-04-20,199
ACC120,2025-05-20,199
ACC120,2025-06-20,199
ACC120,2025-07-20,199
ACC121,2024-04-06,499
ACC121,2024-05-06,499
ACC121,2024-06-06,499
ACC121,2024-07-06,499
ACC121,2024-08-06,499
ACC121,2024-09-06,499
ACC121,2024-10-06,499
ACC121,2024-11-06,499
ACC121,2024-12-06,499
ACC121,2025-01-06,499
ACC121,2025-02-06,499
ACC121,2025-03-06,499
ACC121,2025-04-06,499
ACC121,2025-05-06,499
ACC121,2025-06-06,499
ACC121,2025-07-06,499
ACC121,2025-08-06,499
ACC121,2025-09-06,499
ACC121,2025-10-06,499
ACC122,2024-03-28,499
ACC122,2024-04-28,499
ACC122,2024-05-28,499
ACC122,2024-06-28,499
ACC122,2024-07-28,499
ACC122,2024-08-28,499
ACC122,2024-09-28,499
ACC122,2024-10-28,499
ACC122,2024-11-28,499
ACC122,2024-12-28,499
ACC122,2025-01-28,499
ACC122,2025-02-28,499
ACC122,2025-03-28,499
ACC122,2025-04-28,499
ACC122,2025-05-28,499
ACC122,2025-06-28,499
ACC122,2025-07-28,499
ACC123,2024-03-03,199
ACC123,2024-04-03,199
ACC123,2024-05-03,199
ACC123,2024-06-03,199
ACC123,2024-07-03,199
ACC123,2024-08-03,199
ACC123,2024-09-03,199
ACC123,2024-10-03,199
ACC123,2024-11-03,199
ACC123,2024-12-03,199
ACC123,2025-01-03,199
ACC123,2025-02-03,199
ACC123,2025-03-03,199
ACC123,2025-04-03,199
ACC123,2025-05-03,199
ACC124,2024-04-05,99
ACC124,2024-05-05,99
ACC124,2024-06-05,99
ACC124,2024-07-05,99
ACC124,2024-08-05,99
ACC124,2024-09-05,99
ACC124,2024-10-05,99
ACC124,2024-11-05,99
ACC124,2024-12-05,99
ACC124,2025-01-05,99
ACC124,2025-02-05,99
ACC124,2025-03-05,99
ACC124,2025-04-05,99
ACC124,2025-05-05,99
ACC124,2025-06-05,99
ACC125,2024-03-11,499
ACC125,2024-04-11,499
ACC125,2024-05-11,499
ACC125,2024-06-11,499
ACC125,2024-07-11,499
ACC125,2024-08-11,499
ACC125,2024-09-11,499
ACC125,2024-10-11,499
ACC125,2024-11-11,499
ACC125,2024-12-11,499
ACC125,2025-01-11,499
ACC125,2025-02-11,499
ACC125,2025-03-11,499
ACC125,2025-04-11,499
ACC125,2025-05-11,499
ACC125,2025-06-11,499
ACC125,2025-07-11,499
ACC125,2025-08-11,499
ACC126,2024-02-05,199
ACC126,2024-03-05,199
ACC126,2024-04-05,199
ACC126,2024-05-05,199
ACC126,2024-06-05,199
ACC126,2024-07-05,199
ACC126,2024-08-05,199
ACC126,2024-09-05,199
ACC126,2024-10-05,199
ACC126,2024-11-05,199
ACC126,2024-12-05,199
ACC126,2025-01-05,199
ACC126,2025-02-05,199
ACC126,2025-03-05,199
ACC126,2025-04-05,199
ACC127,2024-02-28,199
ACC127,2024-03-28,199
ACC127,2024-04-28,199
ACC127,2024-05-28,199
ACC127,2024-06-28,199
ACC127,2024-07-28,199
ACC127,2024-08-28,199
ACC127,2024-09-28,199
ACC127,2024-10-28,199
ACC127,2024-11-28,199
ACC128,2024-03-31,199
ACC128,2024-04-30,199
ACC128,2024-05-31,199
ACC128,2024-06-30,199
ACC128,2024-07-31,199
ACC128,2024-08-31,199
ACC128,2024-09-30,199
ACC128,2024-10-31,199
ACC128,2024-11-30,199
ACC128,2024-12-31,199
ACC128,2025-01-31,199
ACC129,2024-02-19,199
ACC129,2024-03-19,199
ACC129,2024-04-19,199
ACC129,2024-05-19,199
ACC129,2024-06-19,199
ACC129,2024-07-19,199
ACC129,2024-08-19,199
ACC129,2024-09-19,199
ACC129,2024-10-19,199
ACC129,2024-11-19,199
ACC129,2024-12-19,199
ACC129,2025-01-19,199
ACC129,2025-02-19,199
ACC130,2024-02-22,499
ACC130,2024-03-22,499
ACC130,2024-04-22,499
ACC130,2024-05-22,499
ACC130,2024-06-22,499
ACC130,2024-07-22,499
ACC130,2024-08-22,499
ACC130,2024-09-22,499
ACC131,2024-02-19,199
ACC131,2024-03-19,199
ACC131,2024-04-19,199
ACC131,2024-05-19,199
ACC131,2024-06-19,199
ACC131,2024-07-19,199
ACC131,2024-08-19,199
ACC131,2024-09-19,199
ACC131,2024-10-19,199
ACC131,2024-11-19,199
ACC131,2024-12-19,199
ACC131,2025-01-19,199
ACC131,2025-02-19,199
ACC132,2024-03-27,499
ACC132,2024-04-27,499
ACC132,2024-05-27,499
ACC132,2024-06-27,499
ACC132,2024-07-27,499
ACC132,2024-08-27,499
ACC132,2024-09-27,499
ACC132,2024-10-27,499
ACC132,2024-11-27,499
ACC132,2024-12-27,499
ACC132,2025-01-27,499
ACC132,2025-02-27,499
ACC133,2024-02-02,499
ACC133,2024-03-02,499
ACC133,2024-04-02,499
ACC133,2024-05-02,499
ACC133,2024-06-02,499
ACC133,2024-07-02,499
ACC133,2024-08-02,499
ACC133,2024-09-02,499
ACC133,2024-10-02,499
ACC133,2024-11-02,499
ACC133,2024-12-02,499
ACC133,2025-01-02,499
ACC133,2025-02-02,499
ACC133,2025-03-02,499
ACC134,2024-01-25,199
ACC134,2024-02-25,199
ACC134,2024-03-25,199
ACC134,2024-04-25,199
ACC134,2024-05-25,199
ACC134,2024-06-25,199
ACC134,2024-07-25,199
ACC134,2024-08-25,199
ACC134,2024-09-25,199
ACC134,2024-10-25,199
ACC134,2024-11-25,199
ACC134,2024-12-25,199
ACC134,2025-01-25,199
ACC134,2025-02-25,199
ACC134,2025-03-25,199
ACC134,2025-04-25,199
ACC135,2024-03-26,99
ACC135,2024-04-26,99
ACC135,2024-05-26,99
ACC135,2024-06-26,99
ACC135,2024-07-26,99
ACC135,2024-08-26,99
ACC135,2024-09-26,99
ACC135,2024-10-26,99
ACC135,2024-11-26,99
ACC135,2024-12-26,99
ACC135,2025-01-26,99
ACC135,2025-02-26,99
ACC135,2025-03-26,99
ACC135,2025-04-26,99
ACC135,2025-05-26,99
ACC136,2024-01-28,99
ACC136,2024-02-28,99
ACC136,2024-03-28,99
ACC136,2024-04-28,99
ACC136,2024-05-28,99
ACC136,2024-06-28,99
ACC137,2024-02-10,499
ACC137,2024-03-10,499
ACC137,2024-04-10,499
ACC137,2024-05-10,499
ACC137,2024-06-10,499
ACC137,2024-07-10,499
ACC138,2024-02-10,499
ACC138,2024-03-10,499
ACC138,2024-04-10,499
ACC138,2024-05-10,499
ACC138,2024-06-10,499
ACC138,2024-07-10,499
ACC138,2024-08-10,499
ACC139,2024-03-15,99
ACC139,2024-04-15,99
ACC139,2024-05-15,99
ACC139,2024-06-15,99
ACC139,2024-07-15,99
ACC139,2024-08-15,99
ACC139,2024-09-15,99
ACC139,2024-10-15,99
ACC139,2024-11-15,99
ACC139,2024-12-15,99
ACC139,2025-01-15,99
ACC139,2025-02-15,99
ACC139,2025-03-15,99
ACC139,2025-04-15,99
ACC140,2024-02-03,499
ACC140,2024-03-03,499
ACC140,2024-04-03,499
ACC140,2024-05-03,499
ACC140,2024-06-03,499
ACC140,2024-07-03,499
ACC140,2024-08-03,499
ACC140,2024-09-03,499
ACC140,2024-10-03,499
ACC140,2024-11-03,499
ACC140,2024-12-03,499
ACC140,2025-01-03,499
ACC140,2025-02-03,499
ACC140,2025-03-03,499
ACC140,2025-04-03,499
ACC140,2025-05-03,499
ACC140,2025-06-03,499
ACC141,2024-04-04,499
ACC141,2024-05-04,499
ACC141,2024-06-04,499
ACC141,2024-07-04,499
ACC141,2024-08-04,499
ACC141,2024-09-04,499
ACC141,2024-10-04,499
ACC141,2024-11-04,499
ACC141,2024-12-04,499
ACC141,2025-01-04,499
ACC142,2024-02-04,499
ACC142,2024-03-04,499
ACC142,2024-04-04,499
ACC142,2024-05-04,499
ACC142,2024-06-04,499
ACC142,2024-07-04,499
ACC142,2024-08-04,499
ACC142,2024-09-04,499
ACC142,2024-10-04,499
ACC142,2024-11-04,499
ACC143,2024-03-01,499
ACC143,2024-04-01,499
ACC143,2024-05-01,499
ACC143,2024-06-01,499
ACC143,2024-07-01,499
ACC143,2024-08-01,499
ACC143,2024-09-01,499
ACC143,2024-10-01,499
ACC143,2024-11-01,499
ACC143,2024-12-01,499
ACC143,2025-01-01,499
ACC143,2025-02-01,499
ACC143,2025-03-01,499
ACC143,2025-04-01,499
ACC143,2025-05-01,499
ACC143,2025-06-01,499
ACC143,2025-07-01,499
ACC143,2025-08-01,499
ACC143,2025-09-01,499
ACC144,2024-02-04,99
ACC144,2024-03-04,99
ACC144,2024-04-04,99
ACC144,2024-05-04,99
ACC144,2024-06-04,99
ACC144,2024-07-04,99
ACC144,2024-08-04,99
ACC144,2024-09-04,99
ACC144,2024-10-04,99
ACC144,2024-11-04,99
ACC144,2024-12-04,99
ACC144,2025-01-04,99
ACC144,2025-02-04,99
ACC144,2025-03-04,99
ACC144,2025-04-04,99
ACC144,2025-05-04,99
ACC144,2025-06-04,99
ACC144,2025-07-04,99
ACC145,2024-01-27,99
ACC145,2024-02-27,99
ACC145,2024-03-27,99
ACC145,2024-04-27,99
ACC145,2024-05-27,99
ACC145,2024-06-27,99
ACC145,2024-07-27,99
ACC145,2024-08-27,99
ACC145,2024-09-27,99
ACC145,2024-10-27,99
ACC145,2024-11-27,99
ACC145,2024-12-27,99
ACC145,2025-01-27,99
ACC145,2025-02-27,99
ACC145,2025-03-27,99
ACC146,2024-04-10,99
ACC146,2024-05-10,99
ACC146,2024-06-10,99
ACC146,2024-07-10,99
ACC146,2024-08-10,99
ACC146,2024-09-10,99
ACC146,2024-10-10,99
ACC146,2024-11-10,99
ACC146,2024-12-10,99
ACC146,2025-01-10,99
ACC146,2025-02-10,99
ACC146,2025-03-10,99
ACC146,2025-04-10,99
ACC146,2025-05-10,99
ACC146,2025-06-10,99
ACC146,2025-07-10,99
ACC146,2025-08-10,99
ACC147,2024-03-14,99
ACC147,2024-04-14,99
ACC147,2024-05-14,99
ACC147,2024-06-14,99
ACC147,2024-07-14,99
ACC147,2024-08-14,99
ACC147,2024-09-14,99
ACC148,2024-01-26,499
ACC148,2024-02-26,499
ACC148,2024-03-26,499
ACC148,2024-04-26,499
ACC148,2024-05-26,499
ACC148,2024-06-26,499
ACC148,2024-07-26,499
ACC148,2024-08-26,499
ACC148,2024-09-26,499
ACC148,2024-10-26,499
ACC148,2024-11-26,499
ACC148,2024-12-26,499
ACC148,2025-01-26,499
ACC148,2025-02-26,499
ACC148,2025-03-26,499
ACC148,2025-04-26,499
ACC148,2025-05-26,499
ACC148,2025-06-26,499
ACC149,2024-03-03,199
ACC149,2024-04-03,199
ACC149,2024-05-03,199
ACC149,2024-06-03,199
ACC149,2024-07-03,199
ACC149,2024-08-03,199
ACC150,2024-03-13,99
ACC150,2024-04-13,99
ACC150,2024-05-13,99
ACC150,2024-06-13,99
ACC150,2024-07-13,99
ACC150,2024-08-13,99
ACC150,2024-09-13,99
ACC150,2024-10-13,99
ACC150,2024-11-13,99
ACC150,2024-12-13,99
ACC150,2025-01-13,99
ACC150,2025-02-13,99
ACC150,2025-03-13,99
ACC150,2025-04-13,99
ACC150,2025-05-13,99
ACC151,2024-02-28,199
ACC151,2024-03-28,199
ACC151,2024-04-28,199
ACC151,2024-05-28,199
ACC151,2024-06-28,199
ACC151,2024-07-28,199
ACC151,2024-08-28,199
ACC151,2024-09-28,199
ACC151,2024-10-28,199
ACC151,2024-11-28,199
ACC151,2024-12-28,199
ACC151,2025-01-28,199
ACC151,2025-02-28,199
ACC151,2025-03-28,199
ACC151,2025-04-28,199
ACC151,2025-05-28,199
ACC152,2024-02-08,99
ACC152,2024-03-08,99
ACC152,2024-04-08,99
ACC152,2024-05-08,99
ACC152,2024-06-08,99
ACC152,2024-07-08,99
ACC152,2024-08-08,99
ACC153,2024-03-18,499
ACC153,2024-04-18,499
ACC153,2024-05-18,499
ACC153,2024-06-18,499
ACC153,2024-07-18,499
ACC153,2024-08-18,499
ACC153,2024-09-18,499
ACC153,2024-10-18,499
ACC153,2024-11-18,499
ACC153,2024-12-18,499
ACC153,2025-01-18,499
ACC153,2025-02-18,499
ACC153,2025-03-18,499
ACC153,2025-04-18,499
ACC153,2025-05-18,499
ACC154,2024-03-24,499
ACC154,2024-04-24,499
ACC154,2024-05-24,499
ACC154,2024-06-24,499
ACC154,2024-07-24,499
ACC154,2024-08-24,499
ACC154,2024-09-24,499
ACC154,2024-10-24,499
ACC154,2024-11-24,499
ACC154,2024-12-24,499
ACC154,2025-01-24,499
ACC154,2025-02-24,499
ACC154,2025-03-24,499
ACC154,2025-04-24,499
ACC154,2025-05-24,499
ACC154,2025-06-24,499
ACC154,2025-07-24,499
ACC154,2025-08-24,499
ACC154,2025-09-24,499
ACC155,2024-02-19,499
ACC155,2024-03-19,499
ACC155,2024-04-19,499
ACC155,2024-05-19,499
ACC155,2024-06-19,499
ACC155,2024-07-19,499
ACC155,2024-08-19,499
ACC156,2024-02-11,99
ACC156,2024-03-11,99
ACC156,2024-04-11,99
ACC156,2024-05-11,99
ACC156,2024-06-11,99
ACC156,2024-07-11,99
ACC156,2024-08-11,99
ACC156,2024-09-11,99
ACC156,2024-10-11,99
ACC156,2024-11-11,99
ACC156,2024-12-11,99
ACC156,2025-01-11,99
ACC156,2025-02-11,99
ACC157,2024-03-28,499
ACC157,2024-04-28,499
ACC157,2024-05-28,499
ACC157,2024-06-28,499
ACC157,2024-07-28,499
ACC157,2024-08-28,499
ACC157,2024-09-28,499
ACC157,2024-10-28,499
ACC157,2024-11-28,499
ACC157,2024-12-28,499
ACC157,2025-01-28,499
ACC157,2025-02-28,499
ACC158,2024-02-16,199
ACC158,2024-03-16,199
ACC158,2024-04-16,199
