customer_id,frequency,recency,T,monetary_value,pred_purchases_12m,p_alive,exp_avg_value,clv_12m
435,0,0.0,36.29,0.0,0.264,1.0,35.079,13.714
436,0,0.0,36.29,0.0,0.264,1.0,35.079,13.714
437,0,0.0,36.29,0.0,0.264,1.0,35.079,13.714
438,0,0.0,36.29,0.0,0.264,1.0,35.079,13.714
439,1,18.14,36.29,34.14,0.738,0.56,34.957,33.132
440,2,26.14,36.29,97.58,1.669,0.71,92.708,182.276
441,4,26.71,36.29,13.93,3.237,0.735,15.045,63.608
442,0,0.0,36.29,0.0,0.264,1.0,35.079,13.714
443,0,0.0,36.29,0.0,0.264,1.0,35.079,13.714
444,2,3.14,36.14,29.98,0.229,0.097,30.771,8.902
445,0,0.0,36.14,0.0,0.265,1.0,35.079,13.75
446,6,27.14,36.14,23.18,4.694,0.726,23.66,137.214
447,0,0.0,36.14,0.0,0.265,1.0,35.079,13.75
448,1,2.14,36.14,44.97,0.285,0.216,44.113,15.574
449,0,0.0,36.14,0.0,0.265,1.0,35.079,13.75
450,1,7.86,36.14,27.33,0.496,0.375,29.2,19.211
451,1,8.86,36.14,83.39,0.527,0.398,76.593,46.938
452,1,17.0,36.14,11.77,0.721,0.545,16.045,17.835
453,2,11.0,36.14,31.26,0.819,0.347,31.944,32.984
454,1,27.14,36.14,14.37,0.873,0.66,18.243,23.627
455,0,0.0,36.14,0.0,0.265,1.0,35.079,13.75
456,7,28.29,36.14,66.89,5.66,0.756,66.191,448.443
457,4,15.14,36.14,19.02,1.244,0.282,19.912,31.499
458,0,0.0,36.14,0.0,0.265,1.0,35.079,13.75
459,0,0.0,36.14,0.0,0.265,1.0,35.079,13.75
460,0,0.0,36.14,0.0,0.265,1.0,35.079,13.75
461,7,25.43,36.14,21.39,4.602,0.614,21.849,124.103
462,0,0.0,36.14,0.0,0.265,1.0,35.079,13.75
463,1,8.57,36.14,58.07,0.518,0.392,55.188,34.373
464,1,17.0,36.14,38.71,0.721,0.545,38.821,35.301
465,0,0.0,36.14,0.0,0.265,1.0,35.079,13.75
466,2,23.0,36.14,32.54,1.555,0.659,33.117,64.702
467,1,31.57,36.14,51.5,0.92,0.696,49.633,55.611
468,0,0.0,36.14,0.0,0.265,1.0,35.079,13.75
469,4,30.43,36.14,21.65,3.621,0.82,22.427,102.277
470,0,0.0,36.14,0.0,0.265,1.0,35.079,13.75
471,1,2.43,36.14,14.79,0.297,0.225,18.599,8.167
472,0,0.0,36.14,0.0,0.265,1.0,35.079,13.75
473,0,0.0,36.14,0.0,0.265,1.0,35.079,13.75
474,2,33.71,36.14,20.13,1.892,0.802,21.746,54.344
475,0,0.0,36.14,0.0,0.265,1.0,35.079,13.75
476,0,0.0,36.14,0.0,0.265,1.0,35.079,13.75
477,4,36.0,36.14,29.69,3.954,0.895,30.116,147.099
478,0,0.0,36.14,0.0,0.265,1.0,35.079,13.75
479,0,0.0,36.0,0.0,0.265,1.0,35.079,13.784
480,2,21.29,36.0,56.95,1.486,0.628,55.482,99.394
481,1,21.57,36.0,89.48,0.802,0.605,81.742,75.868
482,0,0.0,36.0,0.0,0.265,1.0,35.079,13.784
483,1,8.57,36.0,11.97,0.521,0.393,16.215,12.968
484,0,0.0,36.0,0.0,0.265,1.0,35.079,13.784
485,11,33.14,36.0,50.03,10.557,0.909,49.857,631.313
486,0,0.0,36.0,0.0,0.265,1.0,35.079,13.784
487,4,9.0,36.0,31.04,0.33,0.074,31.407,12.75
488,0,0.0,36.0,0.0,0.265,1.0,35.079,13.784
489,0,0.0,36.0,0.0,0.265,1.0,35.079,13.784
490,0,0.0,36.0,0.0,0.265,1.0,35.079,13.784
491,4,17.43,36.0,32.82,1.724,0.389,33.109,70.1
492,0,0.0,36.0,0.0,0.265,1.0,35.079,13.784
493,3,30.43,36.0,31.99,2.735,0.805,32.417,109.943
494,0,0.0,36.0,0.0,0.265,1.0,35.079,13.784
495,1,36.0,36.0,11.49,0.963,0.726,15.809,23.563
496,1,2.14,36.0,15.36,0.287,0.217,19.08,8.024
497,0,0.0,36.0,0.0,0.265,1.0,35.079,13.784
498,0,0.0,36.0,0.0,0.265,1.0,35.079,13.784
499,6,26.57,36.0,43.93,4.586,0.707,43.797,242.498
500,3,5.57,36.0,36.19,0.227,0.067,36.376,10.144
501,0,0.0,36.0,0.0,0.265,1.0,35.079,13.784
502,0,0.0,36.0,0.0,0.265,1.0,35.079,13.784
503,0,0.0,36.0,0.0,0.265,1.0,35.079,13.784
504,0,0.0,35.86,0.0,0.266,1.0,35.079,13.819
505,2,14.29,35.86,39.6,1.079,0.455,39.585,52.727
506,0,0.0,35.86,0.0,0.266,1.0,35.079,13.819
507,2,31.0,35.86,27.85,1.844,0.777,28.82,67.671
508,0,0.0,35.86,0.0,0.266,1.0,35.079,13.819
509,18,35.14,35.86,78.63,18.166,0.964,78.236,1695.694
510,0,0.0,35.86,0.0,0.266,1.0,35.079,13.819
511,1,5.29,35.86,14.96,0.414,0.311,18.742,11.419
512,0,0.0,35.86,0.0,0.266,1.0,35.079,13.819
513,1,7.86,35.86,37.65,0.502,0.377,37.925,24.057
514,0,0.0,35.86,0.0,0.266,1.0,35.079,13.819
515,0,0.0,35.86,0.0,0.266,1.0,35.079,13.819
516,0,0.0,35.86,0.0,0.266,1.0,35.079,13.819
517,5,29.57,35.86,27.39,4.457,0.814,27.815,152.62
518,0,0.0,35.86,0.0,0.266,1.0,35.079,13.819
519,1,35.86,35.86,41.47,0.966,0.726,41.154,49.626
520,0,0.0,35.86,0.0,0.266,1.0,35.079,13.819
521,6,34.86,35.86,18.67,5.955,0.916,19.284,143.276
522,0,0.0,35.86,0.0,0.266,1.0,35.079,13.819
523,2,11.14,35.86,17.62,0.843,0.355,19.447,21.994
524,0,0.0,35.86,0.0,0.266,1.0,35.079,13.819
525,0,0.0,35.86,0.0,0.266,1.0,35.079,13.819
526,2,22.71,35.86,96.09,1.56,0.658,91.343,167.607
527,0,0.0,35.86,0.0,0.266,1.0,35.079,13.819
528,1,29.86,35.86,27.77,0.91,0.685,29.572,35.58
529,1,20.86,35.71,38.92,0.799,0.599,38.998,39.208
530,0,0.0,35.71,0.0,0.267,1.0,35.079,13.856
531,0,0.0,35.71,0.0,0.267,1.0,35.079,13.856
532,1,12.86,35.71,12.49,0.643,0.482,16.654,16.296
533,0,0.0,35.71,0.0,0.267,1.0,35.079,13.856
534,1,4.57,35.71,44.88,0.39,0.292,44.037,21.212
535,2,29.43,35.71,77.42,1.811,0.761,74.237,159.4
536,0,0.0,35.71,0.0,0.267,1.0,35.079,13.856
537,0,0.0,35.71,0.0,0.267,1.0,35.079,13.856
538,0,0.0,35.71,0.0,0.267,1.0,35.079,13.856
539,1,0.14,35.71,6.79,0.201,0.151,11.835,4.062
540,0,0.0,35.71,0.0,0.267,1.0,35.079,13.856
541,2,31.71,35.71,33.72,1.872,0.786,34.198,80.014
542,0,0.0,35.71,0.0,0.267,1.0,35.079,13.856
543,2,22.43,35.71,135.96,1.557,0.654,127.873,231.49
544,0,0.0,35.71,0.0,0.267,1.0,35.079,13.856
545,0,0.0,35.71,0.0,0.267,1.0,35.079,13.856
546,0,0.0,35.71,0.0,0.267,1.0,35.079,13.856
547,0,0.0,35.71,0.0,0.267,1.0,35.079,13.856
548,1,22.0,35.71,71.45,0.816,0.612,66.499,63.91
549,10,33.57,35.71,38.76,9.824,0.922,38.772,458.37
550,0,0.0,35.71,0.0,0.267,1.0,35.079,13.856
551,1,6.71,35.71,30.97,0.467,0.35,32.277,19.578
552,3,3.43,35.71,41.46,0.111,0.032,41.343,5.578
553,3,23.71,35.71,58.67,2.318,0.678,57.564,160.299
554,0,0.0,35.71,0.0,0.267,1.0,35.079,13.856
555,2,32.43,35.71,31.97,1.889,0.794,32.595,77.335
556,0,0.0,35.71,0.0,0.267,1.0,35.079,13.856
557,0,0.0,35.71,0.0,0.267,1.0,35.079,13.856
558,12,23.86,35.57,26.74,3.342,0.262,26.93,108.795
559,0,0.0,35.57,0.0,0.268,1.0,35.079,13.89
560,1,7.57,35.57,30.32,0.498,0.372,31.728,20.589
561,2,29.0,35.57,46.35,1.807,0.757,45.77,100.839
562,2,34.43,35.57,24.99,1.942,0.814,26.199,65.426
563,0,0.0,35.57,0.0,0.268,1.0,35.079,13.89
564,0,0.0,35.57,0.0,0.268,1.0,35.079,13.89
565,0,0.0,35.57,0.0,0.268,1.0,35.079,13.89
566,0,0.0,35.57,0.0,0.268,1.0,35.079,13.89
567,5,33.43,35.57,20.81,4.895,0.889,21.467,131.102
568,0,0.0,35.57,0.0,0.268,1.0,35.079,13.89
569,0,0.0,35.57,0.0,0.268,1.0,35.079,13.89
570,2,24.86,35.57,14.31,1.667,0.698,16.414,37.719
571,0,0.0,35.57,0.0,0.268,1.0,35.079,13.89
572,5,8.71,35.57,50.67,0.165,0.03,50.273,10.002
573,0,0.0,35.57,0.0,0.268,1.0,35.079,13.89
574,1,26.71,35.57,27.31,0.883,0.66,29.183,34.119
575,1,5.43,35.57,13.97,0.424,0.317,17.905,11.312
576,0,0.0,35.57,0.0,0.268,1.0,35.079,13.89
577,1,7.29,35.57,59.25,0.489,0.366,56.185,32.905
578,0,0.0,35.57,0.0,0.268,1.0,35.079,13.89
579,0,0.0,35.57,0.0,0.268,1.0,35.079,13.89
580,0,0.0,35.57,0.0,0.268,1.0,35.079,13.89
581,0,0.0,35.57,0.0,0.268,1.0,35.079,13.89
582,0,0.0,35.57,0.0,0.268,1.0,35.079,13.89
583,0,0.0,35.57,0.0,0.268,1.0,35.079,13.89
584,1,35.43,35.43,45.98,0.975,0.726,44.967,53.936
585,2,21.57,35.43,44.0,1.535,0.641,43.617,81.867
586,0,0.0,35.43,0.0,0.269,1.0,35.079,13.925
587,0,0.0,35.43,0.0,0.269,1.0,35.079,13.925
588,0,0.0,35.43,0.0,0.269,1.0,35.079,13.925
589,0,0.0,35.43,0.0,0.269,1.0,35.079,13.925
590,0,0.0,35.43,0.0,0.269,1.0,35.079,13.925
591,0,0.0,35.43,0.0,0.269,1.0,35.079,13.925
592,1,29.0,35.43,15.36,0.913,0.681,19.08,25.472
593,7,17.14,35.43,42.49,1.112,0.146,42.412,56.772
594,0,0.0,35.43,0.0,0.269,1.0,35.079,13.925
595,0,0.0,35.43,0.0,0.269,1.0,35.079,13.925
596,2,32.71,35.43,41.12,1.913,0.799,40.978,96.338
597,0,0.0,35.43,0.0,0.269,1.0,35.079,13.925
598,0,0.0,35.43,0.0,0.269,1.0,35.079,13.925
599,2,25.86,35.43,8.38,1.713,0.716,10.981,28.227
600,0,0.0,35.43,0.0,0.269,1.0,35.079,13.925
601,4,21.43,35.43,31.97,2.6,0.58,32.296,103.039
602,0,0.0,35.43,0.0,0.269,1.0,35.079,13.925
603,0,0.0,35.43,0.0,0.269,1.0,35.079,13.925
604,3,30.0,35.43,14.7,2.771,0.806,16.121,59.117
605,0,0.0,35.43,0.0,0.269,1.0,35.079,13.925
606,1,31.29,35.43,14.37,0.937,0.698,18.243,25.3
607,0,0.0,35.43,0.0,0.269,1.0,35.079,13.925
608,2,13.57,35.43,21.37,1.051,0.439,22.883,31.44
609,2,22.0,35.43,37.08,1.555,0.65,37.277,71.807
610,0,0.0,35.43,0.0,0.269,1.0,35.079,13.925
611,1,10.29,35.29,163.61,0.586,0.436,144.412,94.242
612,1,20.86,35.29,11.77,0.81,0.602,16.045,19.98
613,2,33.57,35.29,11.63,1.941,0.808,13.959,38.488
614,0,0.0,35.29,0.0,0.27,1.0,35.079,13.961
615,0,0.0,35.29,0.0,0.27,1.0,35.079,13.961
616,0,0.0,35.29,0.0,0.27,1.0,35.079,13.961
617,0,0.0,35.29,0.0,0.27,1.0,35.079,13.961
618,2,3.86,35.29,21.75,0.291,0.121,23.231,8.824
619,0,0.0,35.29,0.0,0.27,1.0,35.079,13.961
620,0,0.0,35.29,0.0,0.27,1.0,35.079,13.961
621,1,7.86,35.29,19.99,0.513,0.381,22.995,16.438
622,0,0.0,35.29,0.0,0.27,1.0,35.079,13.961
623,1,23.86,35.29,13.97,0.855,0.635,17.905,22.755
624,0,0.0,35.29,0.0,0.27,1.0,35.079,13.961
625,3,11.14,35.29,32.02,0.834,0.242,32.445,33.459
626,0,0.0,35.29,0.0,0.27,1.0,35.079,13.961
627,0,0.0,35.29,0.0,0.27,1.0,35.079,13.961
628,0,0.0,35.29,0.0,0.27,1.0,35.079,13.961
629,0,0.0,35.29,0.0,0.27,1.0,35.079,13.961
630,1,34.29,35.29,18.98,0.969,0.72,22.141,30.148
631,0,0.0,35.29,0.0,0.27,1.0,35.079,13.961
632,0,0.0,35.29,0.0,0.27,1.0,35.079,13.961
633,1,2.71,35.29,75.2,0.321,0.239,69.67,26.176
634,0,0.0,35.29,0.0,0.27,1.0,35.079,13.961
635,0,0.0,35.29,0.0,0.27,1.0,35.079,13.961
636,0,0.0,35.29,0.0,0.27,1.0,35.079,13.961
637,0,0.0,35.14,0.0,0.27,1.0,35.079,13.998
638,0,0.0,35.14,0.0,0.27,1.0,35.079,13.998
639,0,0.0,35.14,0.0,0.27,1.0,35.079,13.998
640,0,0.0,35.14,0.0,0.27,1.0,35.079,13.998
641,3,26.71,35.14,40.04,2.609,0.754,40.005,127.28
642,0,0.0,35.14,0.0,0.27,1.0,35.079,13.998
643,4,28.43,35.14,15.26,3.597,0.798,16.316,75.653
644,0,0.0,35.14,0.0,0.27,1.0,35.079,13.998
645,0,0.0,35.14,0.0,0.27,1.0,35.079,13.998
646,0,0.0,35.14,0.0,0.27,1.0,35.079,13.998
647,0,0.0,35.14,0.0,0.27,1.0,35.079,13.998
648,2,11.57,35.14,11.98,0.913,0.379,14.279,18.422
649,1,8.57,35.14,15.36,0.539,0.399,19.08,15.012
650,1,6.43,35.14,29.33,0.468,0.347,30.891,18.905
651,0,0.0,35.14,0.0,0.27,1.0,35.079,13.998
652,0,0.0,35.14,0.0,0.27,1.0,35.079,13.998
653,0,0.0,35.14,0.0,0.27,1.0,35.079,13.998
654,0,0.0,35.14,0.0,0.27,1.0,35.079,13.998
655,5,31.14,35.14,29.39,4.775,0.859,29.744,173.769
656,1,5.86,35.14,11.77,0.448,0.332,16.045,11.038
657,0,0.0,35.14,0.0,0.27,1.0,35.079,13.998
658,0,0.0,35.14,0.0,0.27,1.0,35.079,13.998
659,1,7.14,35.14,26.73,0.493,0.365,28.693,18.743
660,2,8.29,35.14,24.08,0.644,0.267,25.366,21.034
661,1,33.71,35.14,12.99,0.968,0.717,17.077,24.913
662,0,0.0,35.14,0.0,0.27,1.0,35.079,13.998
663,0,0.0,35.14,0.0,0.27,1.0,35.079,13.998
664,0,0.0,35.14,0.0,0.27,1.0,35.079,13.998
665,0,0.0,35.14,0.0,0.27,1.0,35.079,13.998
666,1,20.86,35.0,52.47,0.819,0.604,50.453,49.972
667,0,0.0,35.0,0.0,0.271,1.0,35.079,14.034
668,8,33.57,35.0,29.48,8.065,0.925,29.702,290.016
669,1,4.43,35.0,54.71,0.397,0.293,52.347,25.003
670,0,0.0,35.0,0.0,0.271,1.0,35.079,14.034
671,6,29.29,35.0,36.53,5.476,0.827,36.616,242.329
672,1,8.14,35.0,34.11,0.529,0.39,34.932,23.582
673,2,3.86,35.0,20.15,0.297,0.123,21.765,8.506
674,0,0.0,35.0,0.0,0.271,1.0,35.079,14.034
675,3,25.29,35.0,70.45,2.524,0.727,68.668,206.194
676,6,23.0,35.0,79.33,3.761,0.568,78.15,349.255
677,0,0.0,35.0,0.0,0.271,1.0,35.079,14.034
678,1,20.43,35.0,14.96,0.812,0.599,18.742,22.3
679,0,0.0,35.0,0.0,0.271,1.0,35.079,14.034
680,2,16.29,35.0,28.64,1.265,0.524,29.544,47.291
681,5,25.14,35.0,17.25,3.915,0.702,18.032,88.906
682,0,0.0,35.0,0.0,0.271,1.0,35.079,14.034
683,1,28.0,35.0,10.77,0.915,0.676,15.2,21.705
684,0,0.0,35.0,0.0,0.271,1.0,35.079,14.034
685,0,0.0,35.0,0.0,0.271,1.0,35.079,14.034
686,0,0.0,35.0,0.0,0.271,1.0,35.079,14.034
687,0,0.0,35.0,0.0,0.271,1.0,35.079,14.034
688,0,0.0,35.0,0.0,0.271,1.0,35.079,14.034
689,0,0.0,35.0,0.0,0.271,1.0,35.079,14.034
690,1,18.86,35.0,29.92,0.785,0.58,31.39,32.081
691,1,6.0,35.0,21.54,0.456,0.337,24.305,15.209
692,0,0.0,35.0,0.0,0.271,1.0,35.079,14.034
693,13,34.43,35.0,42.44,13.352,0.957,42.398,677.005
694,0,0.0,35.0,0.0,0.271,1.0,35.079,14.034
695,0,0.0,35.0,0.0,0.271,1.0,35.079,14.034
696,1,3.57,35.0,24.99,0.362,0.267,27.222,13.189
697,3,25.86,34.86,20.08,2.581,0.741,21.191,69.966
698,0,0.0,34.86,0.0,0.272,1.0,35.079,14.07
699,5,14.43,34.86,17.22,1.034,0.185,18.003,23.435
700,0,0.0,34.86,0.0,0.272,1.0,35.079,14.07
701,2,17.43,34.86,20.55,1.346,0.556,22.131,39.043
702,1,22.86,34.86,128.89,0.853,0.628,115.059,110.337
703,0,0.0,34.86,0.0,0.272,1.0,35.079,14.07
704,0,0.0,34.86,0.0,0.272,1.0,35.079,14.07
705,1,11.14,34.86,11.78,0.62,0.456,16.054,15.257
706,0,0.0,34.86,0.0,0.272,1.0,35.079,14.07
707,1,4.0,34.86,37.75,0.382,0.281,38.009,18.264
708,1,0.57,34.86,29.58,0.23,0.169,31.102,9.319
709,0,0.0,34.86,0.0,0.272,1.0,35.079,14.07
710,0,0.0,34.86,0.0,0.272,1.0,35.079,14.07
711,0,0.0,34.86,0.0,0.272,1.0,35.079,14.07
712,4,30.57,34.86,22.54,3.818,0.841,23.278,111.011
713,6,33.57,34.86,16.31,6.055,0.911,16.994,128.839
714,1,1.71,34.86,14.37,0.283,0.208,18.243,7.624
715,2,9.71,34.86,50.27,0.775,0.32,49.362,46.235
716,0,0.0,34.86,0.0,0.272,1.0,35.079,14.07
717,0,0.0,34.86,0.0,0.272,1.0,35.079,14.07
718,2,12.0,34.86,14.47,0.962,0.397,16.561,21.859
719,0,0.0,34.86,0.0,0.272,1.0,35.079,14.07
720,7,34.86,34.86,14.6,7.204,0.936,15.232,137.336
721,0,0.0,34.86,0.0,0.272,1.0,35.079,14.07
722,0,0.0,34.86,0.0,0.272,1.0,35.079,14.07
723,0,0.0,34.86,0.0,0.272,1.0,35.079,14.07
724,0,0.0,34.86,0.0,0.272,1.0,35.079,14.07
725,0,0.0,34.86,0.0,0.272,1.0,35.079,14.07
726,3,20.29,34.86,48.17,2.079,0.597,47.668,119.589
727,0,0.0,34.86,0.0,0.272,1.0,35.079,14.07
728,5,17.0,34.86,62.48,1.718,0.307,61.667,126.383
729,0,0.0,34.86,0.0,0.272,1.0,35.079,14.07
730,2,10.57,34.71,11.77,0.854,0.351,14.087,17.007
731,1,4.57,34.71,18.76,0.407,0.299,21.955,12.557
732,3,33.71,34.71,37.47,3.003,0.86,37.582,137.862
733,0,0.0,34.71,0.0,0.273,1.0,35.079,14.108
734,0,0.0,34.71,0.0,0.273,1.0,35.079,14.108
735,0,0.0,34.71,0.0,0.273,1.0,35.079,14.108
736,0,0.0,34.71,0.0,0.273,1.0,35.079,14.108
737,0,0.0,34.71,0.0,0.273,1.0,35.079,14.108
738,0,0.0,34.71,0.0,0.273,1.0,35.079,14.108
739,1,13.29,34.71,12.49,0.678,0.498,16.654,17.113
740,0,0.0,34.71,0.0,0.273,1.0,35.079,14.108
741,1,24.86,34.71,14.96,0.885,0.649,18.742,24.281
742,0,0.0,34.71,0.0,0.273,1.0,35.079,14.108
743,0,0.0,34.71,0.0,0.273,1.0,35.079,14.108
744,0,0.0,34.71,0.0,0.273,1.0,35.079,14.108
745,2,14.43,34.71,16.83,1.155,0.475,18.723,29.041
746,0,0.0,34.71,0.0,0.273,1.0,35.079,14.108
747,1,12.57,34.71,70.13,0.661,0.485,65.383,50.709
748,0,0.0,34.71,0.0,0.273,1.0,35.079,14.108
749,0,0.0,34.71,0.0,0.273,1.0,35.079,14.108
750,1,7.14,34.71,6.79,0.502,0.368,11.835,10.104
751,10,29.29,34.71,62.26,8.902,0.818,61.85,655.262
752,0,0.0,34.71,0.0,0.273,1.0,35.079,14.108
753,0,0.0,34.71,0.0,0.273,1.0,35.079,14.108
754,0,0.0,34.71,0.0,0.273,1.0,35.079,14.108
755,0,0.0,34.71,0.0,0.273,1.0,35.079,14.108
756,3,16.43,34.71,13.3,1.62,0.464,14.801,31.994
757,3,17.14,34.71,20.68,1.714,0.491,21.757,47.556
758,0,0.0,34.71,0.0,0.273,1.0,35.079,14.108
759,0,0.0,34.71,0.0,0.273,1.0,35.079,14.108
760,2,9.14,34.57,66.94,0.74,0.303,64.635,56.822
761,5,34.57,34.57,89.61,5.143,0.914,87.839,534.545
762,4,23.14,34.57,18.04,3.038,0.665,18.975,73.086
763,0,0.0,34.57,0.0,0.274,1.0,35.079,14.144
764,0,0.0,34.57,0.0,0.274,1.0,35.079,14.144
765,0,0.0,34.57,0.0,0.274,1.0,35.079,14.144
766,0,0.0,34.57,0.0,0.274,1.0,35.079,14.144
767,0,0.0,34.57,0.0,0.274,1.0,35.079,14.144
768,0,0.0,34.57,0.0,0.274,1.0,35.079,14.144
769,0,0.0,34.57,0.0,0.274,1.0,35.079,14.144
770,1,3.71,34.57,27.94,0.375,0.274,29.716,14.622
771,0,0.0,34.57,0.0,0.274,1.0,35.079,14.144
772,0,0.0,34.57,0.0,0.274,1.0,35.079,14.144
773,0,0.0,34.57,0.0,0.274,1.0,35.079,14.144
774,0,0.0,34.57,0.0,0.274,1.0,35.079,14.144
775,1,16.0,34.57,15.36,0.742,0.543,19.08,20.619
776,1,0.29,34.57,24.98,0.22,0.161,27.213,7.986
777,3,9.29,34.57,12.19,0.642,0.183,13.755,11.904
778,1,8.71,34.57,28.34,0.556,0.407,30.054,21.898
779,0,0.0,34.57,0.0,0.274,1.0,35.079,14.144
780,0,0.0,34.57,0.0,0.274,1.0,35.079,14.144
781,0,0.0,34.57,0.0,0.274,1.0,35.079,14.144
782,0,0.0,34.43,0.0,0.275,1.0,35.079,14.181
783,6,32.86,34.43,47.02,6.084,0.907,46.795,340.85
784,2,25.57,34.43,37.12,1.768,0.723,37.313,81.368
785,0,0.0,34.43,0.0,0.275,1.0,35.079,14.181
786,0,0.0,34.43,0.0,0.275,1.0,35.079,14.181
787,0,0.0,34.43,0.0,0.275,1.0,35.079,14.181
788,0,0.0,34.43,0.0,0.275,1.0,35.079,14.181
789,0,0.0,34.43,0.0,0.275,1.0,35.079,14.181
790,0,0.0,34.43,0.0,0.275,1.0,35.079,14.181
791,0,0.0,34.43,0.0,0.275,1.0,35.079,14.181
792,0,0.0,34.43,0.0,0.275,1.0,35.079,14.181
793,1,2.14,34.43,50.3,0.309,0.225,48.619,18.195
794,6,30.86,34.43,13.48,5.861,0.874,14.247,105.689
795,0,0.0,34.43,0.0,0.275,1.0,35.079,14.181
796,1,5.86,34.43,32.37,0.462,0.337,33.461,19.841
797,0,0.0,34.43,0.0,0.275,1.0,35.079,14.181
798,2,8.14,34.43,127.32,0.66,0.27,119.957,91.752
799,0,0.0,34.43,0.0,0.275,1.0,35.079,14.181
800,0,0.0,34.43,0.0,0.275,1.0,35.079,14.181
801,7,33.71,34.43,124.61,7.204,0.928,122.441,1040.792
802,0,0.0,34.43,0.0,0.275,1.0,35.079,14.181
803,0,0.0,34.43,0.0,0.275,1.0,35.079,14.181
804,0,0.0,34.43,0.0,0.275,1.0,35.079,14.181
805,2,20.71,34.43,32.42,1.558,0.637,33.007,64.146
806,0,0.0,34.43,0.0,0.275,1.0,35.079,14.181
807,0,0.0,34.43,0.0,0.275,1.0,35.079,14.181
808,0,0.0,34.43,0.0,0.275,1.0,35.079,14.181
809,0,0.0,34.43,0.0,0.275,1.0,35.079,14.181
810,2,12.71,34.43,46.79,1.042,0.426,46.173,58.332
811,0,0.0,34.29,0.0,0.276,1.0,35.079,14.217
812,1,7.29,34.29,19.99,0.516,0.375,22.995,16.445
813,13,33.86,34.29,28.62,13.582,0.958,28.77,468.707
814,7,5.57,34.29,27.36,0.006,0.001,27.667,0.209
815,0,0.0,34.29,0.0,0.276,1.0,35.079,14.217
816,0,0.0,34.29,0.0,0.276,1.0,35.079,14.217
817,3,32.0,34.29,39.73,2.98,0.845,39.713,143.832
818,0,0.0,34.29,0.0,0.276,1.0,35.079,14.217
819,1,22.14,34.29,11.77,0.859,0.624,16.045,21.078
820,0,0.0,34.29,0.0,0.276,1.0,35.079,14.217
821,1,4.71,34.29,66.63,0.42,0.306,62.424,30.901
822,1,19.71,34.29,14.96,0.82,0.596,18.742,22.454
823,2,0.86,34.29,42.2,0.124,0.05,41.968,6.346
824,0,0.0,34.29,0.0,0.276,1.0,35.079,14.217
825,0,0.0,34.29,0.0,0.276,1.0,35.079,14.217
826,0,0.0,34.29,0.0,0.276,1.0,35.079,14.217
827,1,8.29,34.29,13.97,0.549,0.399,17.905,14.556
828,0,0.0,34.29,0.0,0.276,1.0,35.079,14.217
829,0,0.0,34.29,0.0,0.276,1.0,35.079,14.217
830,1,21.14,34.29,44.28,0.843,0.613,43.53,45.16
831,1,23.86,34.29,21.75,0.884,0.642,24.483,29.559
832,0,0.0,34.29,0.0,0.276,1.0,35.079,14.217
833,0,0.0,34.29,0.0,0.276,1.0,35.079,14.217
834,0,0.0,34.29,0.0,0.276,1.0,35.079,14.217
835,0,0.0,34.29,0.0,0.276,1.0,35.079,14.217
836,2,31.0,34.29,12.25,1.944,0.792,14.527,39.627
837,1,0.57,34.29,12.97,0.236,0.172,17.06,6.053
838,0,0.0,34.29,0.0,0.276,1.0,35.079,14.217
839,0,0.0,34.29,0.0,0.276,1.0,35.079,14.217
840,1,26.71,34.29,15.96,0.921,0.669,19.588,26.041
841,19,34.0,34.14,29.49,20.061,0.973,29.585,708.52
842,2,21.0,34.14,103.88,1.592,0.647,98.481,182.53
843,2,28.0,34.14,38.45,1.87,0.76,38.532,88.494
844,0,0.0,34.14,0.0,0.277,1.0,35.079,14.257
845,2,21.0,34.14,109.63,1.592,0.647,103.749,191.95
846,2,14.0,34.14,68.85,1.158,0.47,66.385,91.033
847,0,0.0,34.14,0.0,0.277,1.0,35.079,14.257
848,0,0.0,34.14,0.0,0.277,1.0,35.079,14.257
849,0,0.0,34.14,0.0,0.277,1.0,35.079,14.257
850,1,6.57,34.14,58.14,0.494,0.358,55.247,32.531
851,0,0.0,34.14,0.0,0.277,1.0,35.079,14.257
852,0,0.0,34.14,0.0,0.277,1.0,35.079,14.257
853,0,0.0,34.14,0.0,0.277,1.0,35.079,14.257
854,1,0.43,34.14,16.76,0.231,0.167,20.264,6.698
855,0,0.0,34.14,0.0,0.277,1.0,35.079,14.257
856,1,10.57,34.14,13.97,0.622,0.451,17.905,16.47
857,0,0.0,34.14,0.0,0.277,1.0,35.079,14.257
858,1,1.43,34.14,29.98,0.28,0.203,31.44,11.4
859,0,0.0,34.14,0.0,0.277,1.0,35.079,14.257
860,0,0.0,34.14,0.0,0.277,1.0,35.079,14.257
861,2,18.29,34.14,12.97,1.445,0.587,15.186,30.497
862,0,0.0,34.14,0.0,0.277,1.0,35.079,14.257
863,0,0.0,34.14,0.0,0.277,1.0,35.079,14.257
864,0,0.0,34.14,0.0,0.277,1.0,35.079,14.257
865,1,14.86,34.14,43.09,0.729,0.529,42.524,38.266
866,0,0.0,34.14,0.0,0.277,1.0,35.079,14.257
867,7,31.43,34.14,23.64,7.006,0.897,24.042,205.264
868,0,0.0,34.14,0.0,0.277,1.0,35.079,14.257
869,0,0.0,34.14,0.0,0.277,1.0,35.079,14.257
